X,Y,OBJECTID,inc_id,created_date,post_structure_qty,post_people_count,post_people_under_25_count,post_children_count,post_reason,waste_material_qty,dogs_present,post_location,email_time_utc,bureaus_detail,graffiti,Latitude,Longitude
-13640343.36,5700135.576,4345,23-146034,2023/05/11 17:49:30+00,1,1,0,0,5,3,0,SE 127th and Powell (South),2023/05/11 18:36:51+00,,0,45.49718446518132,-122.5332892
-13636469.21,5701240.748,4346,24-19135,2024/04/03 18:47:45+00,1,7,0,0,5,40,0,"16050 SE DIVISION ST , PORTLAND  97236 -V4",2024/04/03 19:36:42+00,,0,45.50414296,-122.4984871
-13651424.54,5702466.21,4347,23-116637,2023/03/09 20:30:50+00,7,7,0,0,5,30,1,SE 32nd and Hawthorne,2023/03/09 20:36:51+00,,1,45.51185783243717,-122.6328331
-13657071.32,5703042.474,4348,23-193441,2023/09/29 19:58:01+00,1,1,0,0,5,20,0,0-1399 SW PARK AVE,2023/09/29 20:36:46+00,,0,45.51548532557798,-122.683559
-13655842.96,5704432.075,4349,23-177500,2023/08/03 18:13:59+00,0,0,0,0,5,20,0,100-199 NW 2ND AVE,2023/08/03 18:36:54+00,,0,45.52423168816906,-122.6725245
-13638976.62,5703501.006,4350,PBOT-24-0308-05526,2024/03/08 19:24:17+00,0,0,0,0,5,20,0,SE 139th and Stark ,2024/03/08 19:36:43+00,,0,45.51837154686508,-122.5210116
-13653899.78,5704977.883,4351,23-212650,2024/01/11 21:41:27+00,10,5,0,0,5,4,0,I-84 EB ROW between NE 10th-11th,2024/01/11 22:36:38+00,,0,45.527666715844894,-122.6550686
-13656109.78,5703329.69,4352,23-155085,2023/06/02 17:35:10+00,3,3,0,0,5,20,0,SW 2nd and Yamhill,2023/06/02 17:36:46+00,,0,45.517293218759086,-122.6749214
-13651912.89,5715411.013,4353,PBOT-24-0312-05535,2024/03/14 17:43:47+00,1,20,1,0,5,15,1,Cul-de-sac off NE Sunderland,2024/03/14 18:36:49+00,,0,45.59328700868864,-122.6372201
-13641334.46,5696843.036,4354,24-14131,2024/05/08 17:35:57+00,0,4,0,0,5,20,0,SE FOSTER RD ,2024/05/08 17:36:47+00,,0,45.47644854526126,-122.5421924
-13654000.03,5703691.414,4355,23-174753,2023/07/28 17:35:42+00,1,1,0,0,5,5,0,421 SE 10TH AVE,2023/07/28 17:36:53+00,,0,45.51957002303792,-122.6559692
-13644091.96,5698401.91,4356,23-190168,2023/10/06 20:06:44+00,15,19,2,0,5,180,1,MUP Schiller-Harold,2023/10/06 20:36:49+00,,1,45.48626704986153,-122.5669635
-13642737.59,5710313.546,4357,23-191339,2024/04/03 16:56:58+00,1,4,0,0,5,40,0,5100-5299 NE 105TH AVE,2024/04/03 17:36:42+00,,0,45.56123551684858,-122.5547969
-13655280.43,5702822.167,4358,24-36213,2024/05/16 20:38:00+00,10,17,0,0,5,15,1,SE HAWTHORNE TO SE SALMON UNDER I-5,2024/05/16 21:36:42+00,,1,45.51409855454591,-122.6674712
-13642638.46,5700562.796,4359,24-29169,2024/05/02 16:34:09+00,2,2,0,0,5,20,0,KELLY BUTTE NATURAL AREA,2024/05/02 16:36:37+00,,0,45.49987447278258,-122.5539064
-13655365.22,5702853.172,4360,23-168203,2023/07/07 21:10:57+00,1,1,0,0,5,10,0,1200-1299 SE EASTBANK ESPLANADE  ,2023/07/07 21:36:43+00,,1,45.51429372442734,-122.6682329
-13657368.11,5702072.081,4361,23-205748,2024/03/21 19:39:57+00,2,2,0,0,5,20,0,SW PARK AND JACKSON,2024/03/21 20:36:42+00,,0,45.50937671642888,-122.6862251
-13644674.79,5704673.329,4362,23-194705,2023/09/29 18:45:06+00,3,3,0,0,5,15,0,400-419 NE 89TH AVE,2023/09/29 19:36:53+00,,0,45.52575003946685,-122.5721991
-13656207.82,5704698.41,4363,23-163780,2023/06/23 18:12:21+00,1,1,0,0,5,20,0,500-599 NW FLANDERS ST,2023/06/23 18:36:52+00,,0,45.52590788638981,-122.6758021
-13656206,5703793.921,4364,IRP-23-0518-04434,2023/05/19 20:08:18+00,0,0,0,0,5,0,0,sw 4th and sw Washington,2023/05/19 20:36:43+00,,0,45.52021521748525,-122.6757857
-13655929.48,5703204.086,4365,23-216485,2023/12/21 22:45:20+00,0,0,0,0,5,5,0,SW Naito and Yamhill to Taylor,2023/12/21 23:36:39+00,,0,45.516502606249375,-122.6733017
-13654531.42,5703344.382,4366,23-170926,2023/07/14 20:10:29+00,5,5,0,0,5,10,0,SE GRAND AVE and SE MORRISON ST,2023/07/14 20:36:50+00,,0,45.51738569660889,-122.6607427
-13656810.27,5708187.589,4367,23-129592,2023/04/13 21:33:09+00,2,2,0,0,5,5,0,3325 N INTERSTATE AVE,2023/04/13 21:36:45+00,,0,45.54786266891072,-122.681214
-13654074.16,5701275.511,4368,24-17609,2024/03/20 22:49:21+00,1,2,0,0,5,10,0,"2600 SE 9TH AVE , PORTLAND  97202",2024/03/20 23:36:42+00,,0,45.504361824900336,-122.6566351
-13637763.67,5700839.903,4369,23-161395,2023/06/15 18:10:57+00,1,4,0,0,5,20,1,East of SE 148th and Taggart,2023/06/15 18:36:56+00,,0,45.50161921923955,-122.5101155
-13654486.2,5701724.532,4370,23-206833,2023/11/30 18:08:04+00,3,6,0,0,5,10,0,550-599 SE DIVISION ST,2023/11/30 18:36:49+00,,1,45.50718873951259,-122.6603365
-13658494.37,5706955.738,4371,24-24139,2024/04/10 17:25:20+00,5,10,0,0,5,60,0,2150-2199 NW REED ST,2024/04/10 17:36:41+00,,0,45.54011253481199,-122.6963425
-13638187.1,5701245.736,4372,IRP-23-0926-04972,2023/10/11 18:39:16+00,5,10,0,0,5,40,1,SE 145th DIVISION-Clinton,2023/10/11 20:36:11+00,,1,45.50417436454508,-122.5139192
-13652015.85,5702500.436,4373,23-157092,2023/06/08 17:16:10+00,0,0,0,0,5,5,0,SE 27TH AVE and SE HAWTHORNE BLVD,2023/06/08 17:36:56+00,,0,45.51207328636786,-122.638145
-13657553,5703764.899,4374,23-164918,2023/07/06 16:43:50+00,1,1,0,0,5,20,0,SW 15TH AVE and SW TAYLOR ST,2023/07/06 17:37:04+00,,0,45.52003255,-122.687886
-13656971.67,5709467.814,4375,IRP-23-0413-04269,2023/04/13 19:52:53+00,2,2,0,0,5,5,0,N Going and N Interstate,2023/04/13 20:36:44+00,,0,45.55591601363534,-122.6826639
-13656029.27,5704719.908,4376,23-166597,2023/07/06 17:17:44+00,1,1,0,0,5,20,0,300-399 NW FLANDERS ST,2023/07/06 17:37:04+00,,0,45.526043183399814,-122.6741981
-13657850.62,5705146.922,4377,24-20598,2024/03/28 21:17:23+00,3,3,0,0,5,15,0,"811 NW 19TH AVE , PORTLAND  97209",2024/03/28 21:36:48+00,,0,45.52873051561405,-122.6905596
-13656056.74,5704478.663,4378,24-06703,2024/02/09 19:10:27+00,0,0,0,0,5,5,0,NW 4TH AVE & NW DAVIS ST to Couch,2024/02/09 19:36:47+00,,0,45.524524896656914,-122.6744449
-13645218.86,5710262.111,4379,23-182365,2023/10/05 19:14:42+00,2,2,0,0,5,15,0,NE 83rd and NE Schuyler,2023/10/05 19:36:47+00,,0,45.56091201426851,-122.5770866
-13657769.41,5702848.395,4380,23-136783,2023/04/14 16:07:50+00,14,14,0,0,5,20,0,26/405 Triangle 1,2023/04/14 16:36:46+00,,0,45.51426365427232,-122.6898301
-13654743.58,5703889.849,4381,23-113826,2023/01/12 19:07:02+00,4,7,1,0,5,45,1,300-399 SE PINE ST,2023/01/12 19:36:54+00,,0,45.520818996017454,-122.6626486
-13653373.88,5698394.487,4382,24-33573,2024/05/10 15:57:08+00,2,4,0,0,5,4,0,SE MILWAUKIE AVE AND SE SCHILLER ST,2024/05/10 16:36:43+00,,0,45.48622030045183,-122.6503444
-13654413.78,5702826.841,4383,24-02852,2024/01/25 19:52:26+00,1,1,0,0,5,3,0,"611-615 SE MAIN ST , PORTLAND  97214",2024/01/25 20:36:41+00,,1,45.51412797642526,-122.6596859
-13658952.15,5704615.929,4384,24-08934,2024/03/07 18:55:59+00,1,1,0,0,5,10,0,"NW UPTOWN TER , ",2024/03/07 19:36:40+00,,0,45.52538879170234,-122.7004548
-13640131.94,5701424.526,4385,24-07090,2024/02/14 20:57:21+00,0,0,0,0,5,20,0,"12850 SE SHERMAN ST, Portland 97233 -V2",2024/02/14 21:36:39+00,,0,45.50529999872278,-122.53139
-13650061.65,5697278.225,4386,23-215687,2024/01/10 19:45:11+00,1,2,0,0,5,15,1,SE 41ST AVE andamp; SE WOODSTOCK BLVD,2024/01/10 20:36:36+00,,1,45.47918973767113,-122.6205901
-13657476.8,5704485.82,4387,23-141836,2023/06/29 21:11:19+00,2,2,0,0,5,20,0,0-0 NW EVERETT ST-I405 FWY RAMP,2023/06/29 21:36:40+00,,0,45.52456994016251,-122.6872015
-13656344.03,5704924.209,4388,SSCC-23-0913-04947,2023/09/14 16:34:08+00,6,6,0,0,5,20,0,NW 6th-Broadway and NW Hoyt,2023/09/14 16:36:43+00,,0,45.527328929297504,-122.6770257
-13647987.76,5705110.293,4389,24-14562,2024/03/08 18:13:19+00,2,2,0,0,5,10,0,6011 NE OREGON ST ,2024/03/08 18:36:46+00,,1,45.52850000293284,-122.60196
-13656078.57,5703579.506,4390,24-35743,2024/05/17 21:20:23+00,1,2,0,0,5,20,0,532-538 SW 3RD AVE,2024/05/17 21:36:48+00,,0,45.51886564883788,-122.674641
-13654869.84,5703434.065,4391,24-21379,2024/04/03 16:12:44+00,1,2,0,0,5,10,0,"SE 2ND AVE &amp; SE ALDER ST, PORTLAND  97214",2024/04/03 16:36:37+00,,1,45.517950197193436,-122.6637828
-13654432.45,5703550.66,4392,23-125949,2023/03/04 00:03:06+00,3,5,1,0,5,15,0,500-599 SE WASHINGTON ST,2023/03/04 00:36:34+00,,1,45.518684084176435,-122.6598537
-13643956.46,5697072.985,4393,24-32707,2024/05/17 20:42:25+00,1,2,0,0,5,20,0,I-205 ROW at SE Woodstock,2024/05/17 21:36:48+00,,0,45.47789697728563,-122.5657462
-13654626.5,5702605.53,4394,BES-23-0316-04138,2023/03/17 18:23:43+00,0,0,0,0,5,5,1,Hawthorne Bridge Loop,2023/03/17 18:36:48+00,,1,45.51273485181431,-122.6615968
-13648479.35,5704218.255,4395,23-218506,2023/12/28 17:36:35+00,0,1,0,0,5,10,0,"NE 56TH AVE andamp; E BURNSIDE ST, PORTLAND  97215",2023/12/28 18:36:41+00,,0,45.52288596068346,-122.6063761
-13665352.2,5714141.966,4396,23-204568,2023/11/30 18:43:22+00,0,5,0,0,5,20,0,6540-6699 N BURLINGTON AVE,2023/11/30 19:36:41+00,,1,45.58530929521882,-122.7579474
-13657769.41,5702848.395,4397,23-136783,2023/04/28 15:58:27+00,14,14,0,0,5,20,0,26/405 Triangle 1,2023/04/28 16:36:41+00,,1,45.51426365427232,-122.6898301
-13655976.65,5704917.919,4398,SSCC-23-1004-05010,2023/10/05 18:44:45+00,6,10,0,0,5,20,0,NW 3rd-4th and NW Hoyt,2023/10/05 19:36:47+00,,0,45.52728934431203,-122.6737254
-13653167.66,5703224.011,4399,23-209415,2023/11/21 21:12:05+00,1,1,0,0,5,3,0,800-899 SE 17TH AVE,2023/11/21 21:36:10+00,,0,45.51662802,-122.6484919
-13652680.37,5700105.022,4400,23-186926,2023/09/14 18:27:20+00,1,2,0,0,5,3,0,2100-2199 SE LAFAYETTE ST,2023/09/14 18:36:52+00,,0,45.496992075789585,-122.6441145
-13655957.61,5704428.539,4401,23-215296,2023/12/15 20:01:37+00,2,2,0,0,5,10,0,127 NW 3RD AVE,2023/12/15 20:36:44+00,,0,45.52420943376621,-122.6735544
-13655758.38,5703681.716,4402,SSCC-23-0125-03906,2023/01/29 18:25:30+00,6,6,0,0,5,20,0,SW Naito from Oak to Washington,2023/01/30 15:36:21+00,,0,45.51950898198688,-122.6717647
-13651048.92,5712027.454,4403,24-33502,2024/05/09 16:33:20+00,5,5,0,0,5,30,0,NE 33rd and NE Lombard,2024/05/09 16:36:36+00,,0,45.57201414763437,-122.6294589
-13661112.33,5715664.735,4404,23-148343,2023/06/01 20:33:42+00,0,0,0,0,5,20,0,N Columbia Waste Water Treatment Plant,2023/06/01 20:36:46+00,,0,45.59488186594169,-122.71986
-13654493.96,5706143.535,4405,24-02952,2024/01/24 21:23:17+00,4,6,0,0,5,20,1,"500-599 NE BROADWAY  , PORTLAND  97232",2024/01/24 21:36:38+00,,1,45.53500201240915,-122.6604062
-13657610.34,5702546.498,4406,24-04244,2024/04/23 18:03:21+00,2,2,0,0,5,20,0,SW 12TH AVE,2024/04/23 18:36:34+00,,0,45.51236324705256,-122.6884011
-13656566.12,5711035.517,4407,23-179966,2023/11/16 19:59:02+00,2,4,1,0,5,25,0,5900-5999 N MINNESOTA AVE,2023/11/16 20:36:47+00,,1,45.56577618702705,-122.6790207
-13653833.5,5706182.113,4408,24-16473,2024/03/20 18:55:58+00,1,1,0,0,5,2,0,"1120 NE SCHUYLER ST , PORTLAND  97212",2024/03/20 19:36:40+00,,0,45.535244762395145,-122.6544732
-13640035.72,5704772.123,4409,24-16874,2024/03/15 18:41:54+00,1,2,0,0,5,20,0,"12811-12929 NE GLISAN ST, PORTLAND  97230",2024/03/15 19:36:51+00,,0,45.52637179556132,-122.5305256
-13637771.3,5707231.703,4410,24-21124,2024/04/03 17:50:46+00,1,3,0,0,5,20,0,"45.541849 - 122.510184 , 2351 NE 148th pl Portland",2024/04/03 18:36:42+00,,0,45.54184884882537,-122.510184
-13657838.68,5704737.226,4411,23-133679,2023/03/30 16:17:41+00,2,2,0,0,5,20,0,400-499 NW 19TH AVE,2023/03/30 16:36:43+00,,1,45.52615217347015,-122.6904523
-13654714.36,5703259.493,4412,IRP-23-0519-04441,2023/06/23 22:13:16+00,2,2,0,0,5,5,0,Under Morrison and Belmont MLK-3rd,2023/06/23 22:36:35+00,,0,45.51685136615598,-122.6623861
-13652732.92,5703291.538,4413,24-13545,2024/03/07 19:06:17+00,1,2,0,0,5,15,0,"649 WI/ SE 26TH AVE , PORTLAND  97214",2024/03/07 19:36:40+00,,0,45.51705307273718,-122.6445865
-13654415.42,5701492.879,4414,24-34772,2024/05/15 20:20:24+00,1,4,0,0,5,8,1,SE GRAND AVE AND SE CARUTHERS ST,2024/05/15 20:36:39+00,,1,45.50573033268802,-122.6597007
-13650303.66,5706055.764,4415,23-170580,2023/07/28 19:00:10+00,2,2,0,0,5,10,0,1500-1629 NE CESAR E CHAVEZ BLVD,2023/07/28 19:36:39+00,,0,45.53444971421759,-122.6227641
-13651276.14,5703497.583,4416,24-06125,2024/02/05 20:18:32+00,1,2,0,0,5,5,0,"3234 SE ALDER CT, Portland 97214",2024/02/05 20:36:38+00,,1,45.518350001402624,-122.6315
-13654610.99,5694913.367,4417,22-83662,2023/05/05 17:46:55+00,9,15,0,0,5,65,1,SWCT On The Willamette under SE Tacoma,2023/05/05 18:36:44+00,,1,45.46429223344213,-122.6614575
-13656353.81,5707099.184,4418,24-23249,2024/04/12 19:58:17+00,2,3,0,0,5,7,0,N INTERSTATE AVE & N RUSSELL ST,2024/04/12 20:36:45+00,,0,45.54101507370916,-122.6771135
-13645496.49,5695514.023,4419,23-126143,2023/04/07 19:37:45+00,1,3,0,0,5,8,0,8000-8199 SE MALDEN ST,2023/04/07 20:36:36+00,,1,45.46807646,-122.5795806
-13655579.91,5704243.408,4420,24-11505,2024/02/28 21:58:10+00,3,3,0,0,5,15,0,0-19   BURNSIDE BRG,2024/02/28 22:36:37+00,,0,45.52304427,-122.6701615
-13657617.73,5706087.414,4421,23-155649,2023/10/05 16:44:10+00,15,30,0,0,5,40,0,0-0 NW HWY 30-FREMONT BRG RAMP,2023/10/05 17:36:43+00,,0,45.53464887217007,-122.6884675
-13649815.52,5706394.836,4422,IRP-23-0118-03866,2023/03/16 16:26:35+00,2,2,0,0,5,10,0,NE 43 and NE Hancock,2023/03/16 16:36:48+00,,0,45.53658329158936,-122.6183791
-13654424.09,5703788.332,4423,23-134809,2023/03/30 21:22:05+00,2,3,0,0,5,10,0,300-399 SE 6TH AVE,2023/03/30 21:36:51+00,,1,45.52018003967087,-122.6597786
-13634627.25,5708414.257,4424,PPR-23-0801-04773,2023/09/15 17:04:05+00,6,5,0,0,5,350,1,Big Four Corners South -Alice Springs  (3),2023/09/15 17:36:48+00,,0,45.549288623856924,-122.4819405
-13655128.15,5705025.656,4425,23-205603,2023/11/02 18:14:19+00,1,1,0,0,5,20,0,0-0 NE UNNAMED RD,2023/11/02 19:36:53+00,,0,45.527967363926855,-122.6661032
-13655005.13,5703653.372,4426,23-195587,2023/10/04 20:18:25+00,1,1,0,0,5,10,0,0-99 SE STARK ST,2023/10/04 20:36:13+00,,0,45.51933057909637,-122.6649981
-13654086.1,5701184.098,4427,22-47628,2023/01/12 18:47:33+00,1,1,0,0,5,10,0,2570-2799 SE 9TH AVE,2023/01/12 19:36:54+00,,0,45.50378629601644,-122.6567423
-13650284.51,5702733.395,4428,23-176687,2023/08/04 17:39:06+00,1,1,0,0,5,5,0,3900-3999 SE MAIN ST,2023/08/04 18:36:46+00,,0,45.513539749940996,-122.6225921
-13654421.31,5702752.232,4429,24-29967,2024/05/02 22:24:24+00,1,2,0,0,5,1,0,"SE 6TH AVE and SE MAIN ST, PORTLAND  97214",2024/05/02 22:36:43+00,,1,45.513658326108185,-122.6597536
-13655965.97,5704586.74,4430,23-135758,2023/04/07 16:37:27+00,0,0,0,0,5,0,0,300-399 NW EVERETT ST,2023/04/07 17:36:41+00,,0,45.52520508940145,-122.6736295
-13654760.3,5703094.335,4431,23-159506,2023/06/16 17:37:14+00,5,6,0,0,5,5,0,Se Belmont st -Se Taylor st on Se 3rd Ave ,2023/06/16 18:36:50+00,,0,45.515811771118756,-122.6627988
-13655632.65,5704828.639,4432,IRP-23-0810-04803,2023/08/10 19:59:08+00,3,3,0,0,5,20,1,Steel Bridge -Day Storage Area,2023/08/10 20:36:39+00,,1,45.52672747366072,-122.6706352
-13657252.13,5703891.603,4433,24-34307,2024/05/16 18:59:29+00,8,20,0,0,5,100,0,SW 13TH AVE & SW MORRISON ST,2024/05/16 19:36:47+00,,0,45.52083003577393,-122.6851833
-13656582.25,5708726.927,4434,24-32734,2024/05/10 21:51:44+00,8,10,0,0,5,30,1,N Failing and Montana (Kaiser parking lot and N of,2024/05/10 22:36:46+00,,1,45.55125555291844,-122.6791656
-13644942.31,5695140.679,4435,23-194425,2023/09/29 20:35:44+00,0,0,0,0,5,5,0,8644 SE LAMBERT ST,2023/09/29 20:36:46+00,,0,45.465724364259046,-122.5746023
-13656812.75,5717281.855,4436,23-199664,2023/11/01 21:24:56+00,2,2,0,0,5,20,0,MLK MuP I-5 and Marine way,2023/11/01 22:36:20+00,,0,45.60504576714373,-122.6812363
-13655019.59,5705474.736,4437,IRP-23-1201-05215,2023/12/01 23:56:38+00,2,3,0,0,5,12,0,NE 1st and NE Multnomah,2023/12/02 00:36:36+00,,1,45.53079346419315,-122.665128
-13654080.13,5702820.375,4438,24-33215,2024/05/09 21:16:38+00,2,4,0,0,5,2,0,"1200-1299 SE 9TH AVE, PORTLAND  97214",2024/05/09 21:36:48+00,,1,45.51408727,-122.6566887
-13654043.1,5703074.123,4439,23-199220,2023/10/11 21:12:45+00,4,4,0,0,5,12,0,900-999 SE YAMHILL ST,2023/10/11 22:36:10+00,,0,45.515684544385934,-122.6563561
-13643917.58,5700161.156,4440,23-118002,2023/04/13 19:47:27+00,3,5,0,0,5,10,1,SE Powell Under I-205 East Bound,2023/04/13 20:36:44+00,,0,45.49734553427847,-122.565397
-13639133.7,5710165.974,4441,24-20475,2024/03/29 16:13:10+00,7,10,0,0,5,100,0,"13704 NE AIRPORT WAY , PORTLAND  97230",2024/03/29 16:36:45+00,,1,45.56030735159856,-122.5224226
-13655947.43,5704447.185,4442,SSCC-23-0830-04893,2023/08/31 20:02:15+00,1,1,0,0,5,20,0,NW 3rd from NW Davis-Couch,2023/08/31 20:36:42+00,,0,45.52432679,-122.673463
-13656193.49,5704643.471,4443,23-193143,2023/09/21 21:14:31+00,5,10,0,0,5,20,0,300-399 NW 5TH AVE,2023/09/21 21:36:50+00,,0,45.52556212798366,-122.6756733
-13645504.25,5703837.896,4444,23-168135,2023/07/07 18:20:27+00,4,4,0,0,5,20,0,8100-8199 SE PINE ST,2023/07/07 18:36:49+00,,0,45.52049200046945,-122.5796503
-13655958.18,5704711.805,4445,IRP-23-0322-04159,2023/03/24 16:32:41+00,11,11,0,0,5,20,0,NW Flanders from NW 2nd to 4th,2023/03/24 16:36:41+00,,1,45.52599218745366,-122.6735595
-13654437.83,5703782.36,4446,22-83848,2023/01/12 19:37:40+00,1,3,0,0,5,20,1,500-599 SE OAK ST,2023/01/12 20:36:46+00,,0,45.52014245118576,-122.659902
-13644108.68,5698641.97,4447,23-200843,2023/11/03 19:16:40+00,10,12,1,0,5,50,1,0-0 SE I205 MULTIUSE PATH,2023/11/03 19:36:40+00,,1,45.48777890598873,-122.5671137
-13664960.46,5714035.67,4448,23-135655,2023/07/06 16:57:43+00,0,0,0,0,5,25,0,8200-8287 N CRAWFORD ST,2023/07/06 17:37:04+00,,1,45.58464102655546,-122.7544284
-13656102.72,5704923.541,4449,23-131358,2023/03/24 17:27:19+00,0,0,0,0,5,0,0,400-499 NW HOYT ST,2023/03/24 17:36:52+00,,0,45.527324725360785,-122.6748579
-13645132.78,5695102.536,4450,23-211568,2023/12/02 00:15:19+00,4,6,0,0,5,40,0,Lambert Field West ,2023/12/02 00:36:36+00,,0,45.46548405495593,-122.5763133
-13653005.23,5713228.352,4451,23-217166,2023/12/21 17:54:07+00,0,2,0,0,5,40,0,"7750 NE 17TH AVE, PORTLAND  97211",2023/12/21 18:36:48+00,,0,45.579565267159346,-122.6470327
-13656457.12,5709404.055,4452,24-06942,2024/04/19 21:26:39+00,4,6,0,0,5,15,0,I-5 NB on ramp from N Going,2024/04/19 21:36:45+00,,0,45.555514960499906,-122.6780416
-13649510.03,5697497.206,4453,23-135323,2023/05/11 17:55:36+00,4,4,0,0,5,15,0,4500-4599 SE RAMONA ST,2023/05/11 18:36:51+00,,0,45.48056901680593,-122.6156348
-13644743.46,5695500.289,4454,23-116173,2023/02/23 20:33:12+00,6,6,0,0,5,40,0,BES Triangle Property A 92 and Flavel,2023/02/23 20:36:45+00,,0,45.467989936125925,-122.572816
-13657072.52,5698788.872,4455,23-132222,2023/07/06 16:37:37+00,2,3,0,0,5,30,1,Buhler Cut off (1),2023/07/06 17:37:04+00,,0,45.48870404922178,-122.6835698
-13654865.24,5703321.642,4456,PBOT-24-0221-05484,2024/02/23 18:49:56+00,0,2,0,0,5,2,0,SE Water-MLK and SE Morrison,2024/02/23 19:36:51+00,,1,45.51724256107586,-122.6637415
-13644093.15,5699806.44,4457,23-187618,2023/12/01 18:55:24+00,5,7,0,0,5,60,0,0-0 SE I205 MULTIUSE PATH,2023/12/01 19:36:40+00,,0,45.49511196,-122.5669741
-13641141.34,5710279.249,4458,23-127481,2023/03/09 18:05:38+00,0,5,0,0,5,15,0,NE Sumner 115th - 121st (3),2023/03/09 18:36:39+00,,0,45.5610198,-122.5404576
-13655838.93,5707945.205,4459,22-104386,2023/03/30 18:45:59+00,0,2,0,0,5,10,0,N Fargo and N Kerby,2023/03/30 19:36:47+00,,0,45.54633781,-122.6724883
-13650434.64,5701363.834,4460,23-182992,2023/09/29 15:57:18+00,1,1,0,0,5,10,0,2400-2499 SE 38TH AVE,2023/09/29 16:36:45+00,,0,45.50491789380439,-122.6239407
-13658669.07,5706946.142,4461,23-161590,2023/06/16 18:08:01+00,0,1,0,0,5,20,0,NW 22ND PL and NW REED ST,2023/06/16 18:36:50+00,,0,45.54005216,-122.6979119
-13654673.11,5702450.684,4462,22-112966,2023/01/06 19:26:50+00,1,1,0,0,5,15,1,300-399 SE HAWTHORNE BRG-MARTIN LUTHER KING JR BLVD RAMP,2023/01/06 20:12:32+00,,1,45.511760095423334,-122.6620155
-13657004.64,5713031.889,4463,24-24209,2024/04/11 18:16:14+00,1,1,0,0,5,2,0,"1535 N RUSSET ST , PORTLAND  97217",2024/04/11 18:36:52+00,,0,45.57832999807711,-122.68296
-13652928,5703302.638,4464,22-92197,2023/01/06 20:54:19+00,1,2,0,0,5,5,0,1900-1999 SE MORRISON ST,2023/01/06 21:36:46+00,,0,45.51712294128605,-122.646339
-13656202.6,5703676.008,4465,23-193170,2023/09/29 18:39:48+00,1,2,0,0,5,20,0,500-599 SW 3RD AVE and 4th and Washington,2023/09/29 19:36:53+00,,0,45.51947305,-122.6757552
-13654757.31,5706245.066,4466,23-201568,2023/10/20 16:20:39+00,1,1,0,0,5,20,0,1700-1799 NE 3RD AVE,2023/10/20 16:36:39+00,,0,45.535640888504894,-122.6627719
-13657526.72,5702935.189,4467,24-06304,2024/02/09 17:34:50+00,2,2,0,0,5,10,0,SW 12th and SW MARKET,2024/02/09 17:36:39+00,,0,45.514810000737064,-122.68765
-13644067.8,5697833.41,4468,23-132619,2023/04/06 16:28:57+00,5,6,0,0,5,25,0,SE 94th and Harold,2023/04/06 16:36:42+00,,0,45.48268657391013,-122.5667464
-13654997.37,5706277.312,4469,23-163769,2023/07/13 21:50:56+00,1,1,0,0,5,10,0,NE 1st Ave and NE Schuyler,2023/07/13 22:36:44+00,,0,45.53584379248885,-122.6649284
-13642935.55,5699258.173,4470,22-112225,2023/06/23 16:12:36+00,0,0,0,0,5,1,0,SE 103rd - 104th and Boise,2023/06/23 16:36:48+00,,0,45.49165945955276,-122.5565752
-13651899.28,5695036.292,4471,23-115588,2023/03/30 16:38:27+00,3,5,0,0,5,45,0,SE Tacoma and 26th Pl,2023/03/30 17:36:47+00,,0,45.46506670072748,-122.6370978
-13657357.96,5703920.305,4472,23-166106,2023/07/13 20:21:38+00,1,1,0,0,5,20,0,1350-1399 SW MORRISON ST,2023/07/13 20:36:40+00,,0,45.52101068717109,-122.686134
-13654416.33,5705104.482,4473,23-194626,2023/09/29 16:58:02+00,4,4,0,0,5,20,0,700-799 NE 6TH AVE,2023/09/29 17:36:50+00,,0,45.52846343321019,-122.6597088
-13655984.28,5704701.396,4474,23-210226,2023/12/01 18:02:53+00,2,2,0,0,5,10,0,300-399 NW FLANDERS ST,2023/12/01 18:36:48+00,,0,45.525926678709574,-122.673794
-13645277.61,5701874.215,4475,23-197992,2023/10/13 17:54:02+00,1,1,0,0,5,10,0,2000-2199 SE 83RD AVE,2023/10/13 18:36:43+00,,0,45.50813107159406,-122.5776143
-13645456.48,5703708.374,4476,24-33199,2024/05/09 21:01:31+00,3,3,0,0,5,15,0,SE 82nd and SE OAK,2024/05/09 21:36:48+00,,0,45.51967677233489,-122.5792211
-13656062.84,5704705.271,4477,24-07429,2024/02/09 21:58:24+00,2,2,0,0,5,10,0,NW 4th from FLANDERS to GLISAN,2024/02/09 22:36:41+00,,1,45.52595106592027,-122.6744997
-13643328.78,5696667.148,4478,23-214163,2023/12/14 19:28:37+00,3,6,0,0,5,40,0,10000-10099   SPRINGWATER TRAIL CORR,2023/12/14 19:36:47+00,,0,45.47534061441287,-122.5601077
-13662827.96,5714034.06,4479,IRP-23-0601-04511,2023/06/22 20:28:29+00,0,0,0,0,5,5,0,N Oberlin and Macrum,2023/06/22 20:36:41+00,,0,45.58463090464073,-122.7352718
-13654266.18,5704598.643,4480,24-36206,2024/05/16 22:58:40+00,0,10,0,0,5,7,1,"NE 7TH AND NE EVERETT ST, PORTLAND  97232 -V4",2024/05/16 23:36:36+00,,1,45.525280001546506,-122.65836
